,Company,TradeName,Address,ZipCode,DunsNumber,HQDuns,HQTradeName,Subsidiary,Latitude,Longitude,SIC2,SIC4,SIC8,Industry,IndustryGroup,YearStart,OutofBis,FirstYear,LastYear,Minority,WomenOwned,Sales90,SalesC90,Sales91,SalesC91,Sales92,SalesC92,Sales93,SalesC93,Sales94,SalesC94,Sales95,SalesC95,Sales96,SalesC96,Sales97,SalesC97,Sales98,SalesC98,Sales99,SalesC99,Sales00,SalesC00,Sales01,SalesC01,Sales02,SalesC02,Sales03,SalesC03,Sales04,SalesC04,Sales05,SalesC05,Sales06,SalesC06,Sales07,SalesC07,Sales08,SalesC08,Sales09,SalesC09,Sales10,SalesC10,Sales11,SalesC11,Sales12,SalesC12,Sales13,SalesC13,Sales14,SalesC14,DnBRating91,DnBRating92,DnBRating93,DnBRating94,DnBRating95,DnBRating96,DnBRating97,DnBRating98,DnBRating99,DnBRating00,DnBRating01,DnBRating02,DnBRating03,DnBRating04,DnBRating05,DnBRating06,DnBRating07,DnBRating08,DnBRating09,DnBRating10,DnBRating11,DnBRating12,DnBRating13,DnBRating14
138238,WOOD HANDCRAFTED PIZZA,NA,2861 W SUNSET BLVD,90026,45567917,45567917,NA,N,34.0826,118.2726,58,5812,58120600,Pizza restaurants,Eating and Drinking Places,2013,NA,2013,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,3,250000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138357,ESCUELA TAQUERIA,NA,308 N STANLEY AVE,90036,45634241,45634241,NA,N,34.0764,118.3561,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2010,NA,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298800,3,288000,3,285700,3,297100,3,288000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138410,CHIPOTLE MEXICAN GRILL INC,NA,601 W 7TH ST,90017,45685465,806058632,NA,N,34.0474,118.2566,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,NA,NA,2011,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570000,3,570000,3,870000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138540,5 KS MEXICAN GRILL,NA,4015 CITY TERRACE DR,90063,45804931,45804931,NA,N,34.0558,118.1782,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2011,NA,2011,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288000,3,285700,3,297100,3,288000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138565,HAPPY VALLEY RESTAURANT,NA,407 BAMBOO LN,90012,45821386,45821386,NA,N,34.0665,118.2363,58,5812,58120700,Seafood restaurants,Eating and Drinking Places,1981,NA,1989,2004,NA,Y,111800,3,116100,3,128600,3,125000,3,130000,3,144000,3,150000,3,180000,3,150000,3,171400,3,180000,3,180000,3,2.00E+05,3,180000,3,180000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER8,ER8,ER8,ER8,ER8,ER8,--,--,--,--,--,--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138968,THAI BOOM,NA,10863 VENICE BLVD,90034,46049678,46049678,NA,N,34.0168,118.4107,58,5812,58120115,Thai restaurant,Eating and Drinking Places,2010,NA,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40300,3,40000,3,40000,3,41800,3,42500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139113,SANCHEZ FAMILY CORPORATION,MCDONALDS,690 S ALAMEDA ST,90021,46078429,46078429,MCDONALDS,N,34.0353,118.2384,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,1982,NA,1989,2014,NA,NA,1339300,3,1416600,3,1416600,3,1416600,3,1427200,3,1462900,3,1501600,3,1574000,3,1643200,3,1700000,3,1700000,3,1700000,3,1700000,3,1700000,3,1700000,3,1700000,3,1700000,0,1700000,0,1700000,0,1700000,0,1700000,0,1700000,0,1700000,0,1.00E+06,2,1.00E+06,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--
139127,HANCHEZ FRANK,MCDONALDS,505 S FLOWER ST STE B020A,90071,46079245,46079245,MCDONALDS,N,34.0515,118.2563,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,1997,NA,1997,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270800,3,280000,3,285700,3,288600,3,3.00E+05,3,3.00E+05,3,315800,3,306700,3,306700,3,3.00E+05,3,3.00E+05,3,294400,3,291700,3,293300,3,291700,3,296700,3,3.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--
139225,JUN,NA,NA,90035,46109106,46109106,NA,N,34.0531,118.3806,87,8741,87419905,Restaurant management,Management and Public Relations,2010,NA,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,3,150000,3,150000,3,150000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS
139480,TERESAS MINI MARKET,NA,4822 HUNTINGTON DR S,90032,46234022,46234022,NA,N,34.0853,118.1792,58,5812,58120302,Carry-out only (except pizza) restaurant,Eating and Drinking Places,NA,NA,2001,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165300,3,165300,3,160000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139500,AMERICANO,NA,923 E 3RD ST STE 101103,90013,46242585,46242585,NA,N,34.0461,118.2345,87,8741,87419905,Restaurant management,Management and Public Relations,2011,NA,2011,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408300,3,416700,3,416700,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS
139508,IHOP CORP,INTERNTIONAL HSE PANCAKES 703,12565 W WASHINGTON BLVD,90066,46246385,30865711,NA,N,34.0011,118.4303,58,5812,58120501,"Restaurant, family: chain",Eating and Drinking Places,NA,NA,1989,1992,NA,NA,377800,3,396700,3,392300,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139560,ITALIAN GOGO,NA,721 E 12TH ST,90021,46282631,46282631,NA,N,34.0335,118.2525,58,5812,58120108,Italian restaurant,Eating and Drinking Places,2012,NA,2012,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229200,3,250000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS
139733,GOLDEN PALACE RESTAURANT INC,GOLDEN PALACE RESTAURANT,911 N BROADWAY,90012,46452488,46452488,GOLDEN PALACE RESTAURANT,N,34.0629,118.2381,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1968,NA,1989,1995,NA,NA,1578900,3,1600000,3,1650000,3,1680000,3,1714300,3,1714300,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140004,DALI MAMA GROUP,NA,2238 MALCOLM AVE,90064,46586527,46586527,NA,N,34.0444,118.4293,58,5812,58120108,Italian restaurant,Eating and Drinking Places,2011,NA,2011,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450000,3,450000,3,412500,3,450000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140043,LINDO OAXACA,NA,322 E WASHINGTON BLVD,90015,46616921,46616921,NA,N,34.0295,118.2619,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2002,NA,2002,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125000,3,125000,3,112500,3,105000,3,105000,3,103200,3,100500,3,105000,3,103200,3,112500,3,112500,3,112500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS
140233,WANNA THAI ART,NA,4722 MELROSE AVE,90029,46746058,46746058,NA,N,34.0833,118.3032,58,5812,58120115,Thai restaurant,Eating and Drinking Places,NA,NA,2006,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166700,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA
140526,SENDAI RESTAURANT,NA,2040 AVENUE OF THE STARS,90067,46868498,46868498,NA,N,34.0581,118.415,87,8742,87420407,Restaurant and food services consultants,Management and Public Relations,1999,NA,1999,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00E+05,3,5.00E+05,3,5.00E+05,3,5.00E+05,3,5.00E+05,3,462400,3,450000,3,444400,3,444400,3,442900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,--,NA,NA,NA,NA,NA
140710,MABEL KUEN WAH DEA,NA,806 1/2 N BONNIE BRAE ST,90026,46915604,46915604,NA,N,34.0741,118.2635,58,5812,58120308,"Fast-food restaurant, independent",Eating and Drinking Places,NA,NA,1999,2009,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,3,41200,3,48500,3,50000,3,50000,3,50000,3,50000,3,48500,3,50000,3,50000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,NA,NA,NA,NA,NA
140730,YA YAS KITCHEN,NA,2771 W PICO BLVD,90006,46921743,46921743,NA,N,34.0473,118.2997,58,5812,58120500,Family restaurants,Eating and Drinking Places,NA,NA,2005,2007,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325700,3,320000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA,NA
140892,LA CASITA RESTAURANT,NA,1437 LINDA ROSA AVE,90041,47026729,47026729,NA,N,34.1359,118.1971,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,1967,NA,1989,2006,NA,NA,340900,3,355300,3,360000,3,364900,3,375000,3,375000,3,375000,3,376100,3,4.00E+05,3,420000,3,424400,3,423900,3,428600,3,437500,3,450000,3,450000,3,450000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA
141038,VILLAGE CHICKEN LLC,NA,1253 VINE ST STE 7A,90038,47076300,47076300,NA,N,34.0938,118.3267,58,5812,58120500,Family restaurants,Eating and Drinking Places,2010,NA,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45500,3,47800,3,50000,3,50000,3,50000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141133,LT ACQUISITION CORP,LOUISES TRATTORIA RESTAURANTS,4500 LOS FELIZ BLVD,90027,47093385,9031530,LOUISES TRATTORIA,N,34.1117,118.2875,58,5812,58120302,Carry-out only (except pizza) restaurant,Eating and Drinking Places,NA,NA,2002,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000,3,8.00E+05,3,694400,3,694400,3,723900,3,723900,3,727300,3,725000,3,758900,3,758900,3,750000,3,750000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141387,MADAONGSAE KOREAN BBQ,NA,901 S VERMONT AVE,90006,47169631,47169631,NA,N,34.0558,118.2917,58,5812,58120110,Korean restaurant,Eating and Drinking Places,2001,NA,2001,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337500,3,346200,3,356000,3,337500,3,337500,3,337500,3,337500,3,337500,3,337500,3,337500,3,334300,3,337500,3,337500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141412,GOLDEN BURRITO FOODS,NA,2414 N BROADWAY,90031,47180400,47180400,NA,N,34.0734,118.2167,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2013,NA,2013,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260000,3,252000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141750,MCDONALDS RESTAURANT,MCDONALDS,330 S BROADWAY,90013,47303016,47303016,MCDONALDS,N,34.0503,118.2483,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,2001,NA,2001,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540000,3,540000,3,568400,3,552000,3,552000,3,540000,3,540000,3,530000,3,525000,3,528000,3,525000,3,534000,3,540000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,NA,DS,DS,DS,DS,DS,DS,DS
141752,SANCHEZ ROBERT,MCDONALDS,3868 E 3RD ST,90063,47303321,47303321,MCDONALDS,N,34.0331,118.1839,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,2001,NA,2001,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1260000,3,1260000,3,1326300,3,1288000,3,1288000,3,1260000,3,630000,3,29400,3,816700,3,821300,3,816700,3,830700,3,840000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,DS,DS,DS,DS,DS,DS
141782,5M GROUP LLC,FACULTY THE,707 N HELIOTROPE DR,90029,47318470,47318470,FACULTY THE,N,34.0838,118.2951,58,5812,58120501,"Restaurant, family: chain",Eating and Drinking Places,2012,NA,2012,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00E+05,3,3.00E+05,3,292300,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141808,JORGE LUIS MAZARIEGOS GARCIA,LUIS MOVING SERVICE,455 N WILTON PL APT 306,90004,47337755,47337755,LUIS MOVING SERVICE,N,34.0763,118.3104,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2010,NA,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186700,3,180000,3,178600,3,185700,3,180000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141815,HOY HOY CHINESE FAST FOOD,NA,510 S LORENA ST,90063,47347351,47347351,NA,N,34.032,118.198,58,5812,58120300,Fast food restaurants and stands,Eating and Drinking Places,NA,NA,2006,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,3,150000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA
142015,MING DER CHO,KIMS RESTAURANT,3860 CRENSHAW BLVD,90008,47431473,47431473,KIMS RESTAURANT,N,34.0158,118.3347,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1967,NA,1989,2010,NA,NA,133564,0,133564,0,133564,0,133600,3,138900,3,147600,3,153400,3,160300,3,167000,3,173600,3,178100,3,178100,3,178100,3,178100,3,180300,3,178100,3,178100,3,178100,3,178100,3,178100,3,176300,3,NA,NA,NA,NA,NA,NA,NA,NA,EE3,EE3,ER8,ER8,ER8,ER8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NA,NA,NA,NA
142046,ALPINE FIXTURES AND SHTMTL INC,NA,2378 W WASHINGTON BLVD,90018,47437041,47437041,NA,N,34.0397,118.3139,50,5046,50460306,"Restaurant equipment and supplies, nec",Professional & Commercial Equipment,1968,NA,1989,2014,Y,NA,70000,0,5.00E+05,0,5.00E+05,0,1608000,3,2544000,0,2821000,3,3107000,3,3393472,0,3927789,0,4241222,0,4241222,0,4546868,0,4290000,3,4030000,3,3757000,3,3497000,3,3237000,3,2977000,3,2717000,3,2457000,3,2201900,3,2431000,3,2672222,3,2672222,3,2600000,3,1R2,1R2,--,--,EE4,CB3,BB2,BA2,BA2,1R3,1A3,1A2,1A2,1R4,1R3,1R3,1R3,1R4,1R4,1R4,1R4,1R4,1R4,1R4
142053,SARNOS RESTAURANT,NA,1714 N VERMONT AVE,90027,47438916,47438916,NA,N,34.1022,118.2916,58,5812,58120108,Italian restaurant,Eating and Drinking Places,1964,NA,1989,1992,NA,NA,375000,3,401800,3,401800,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142145,ALBERTOS,NA,8826 MELROSE AVE,90069,47457627,47457627,NA,N,34.0806,118.3858,58,5812,58120108,Italian restaurant,Eating and Drinking Places,1969,NA,1989,2009,NA,NA,750000,3,803600,3,803600,3,818200,3,843800,3,860800,3,875000,3,9.00E+05,3,1.00E+06,3,1.00E+06,3,1.00E+06,3,1.00E+06,3,1.00E+06,3,1.00E+06,3,1.00E+06,3,1.00E+06,3,1.00E+06,3,1.00E+06,3,1.00E+06,3,1.00E+06,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,--,--,NA,NA,NA,NA,NA
142189,BAJA FRESH MEXICAN GRILL,BAJA FRESH,6922 HOLLYWOOD BLVD,90028,47487891,47487891,BAJA FRESH,N,34.1014,118.3404,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2010,NA,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.00E+05,3,6.00E+05,3,6.00E+05,3,6.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS
142190,BAJA FRESH MEXICAN GRILL,BAJA FRESH,6333 W SUNSET BLVD,90028,47487893,47487893,BAJA FRESH,N,34.0997,118.3272,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,2010,NA,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630000,3,630000,3,630000,3,630000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS
142401,SHIL BI RESTAURANT,SHIL BI RESTUARANT,730 S WESTERN AVE STE 101,90005,47613968,47613968,SHIL BI RESTUARANT,N,34.0588,118.3089,58,5812,58120110,Korean restaurant,Eating and Drinking Places,2001,NA,2001,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262500,3,269200,3,276900,3,262500,3,262500,3,262500,3,262500,3,262500,3,262500,3,262500,3,260000,3,262500,3,262500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142447,KOREAN CULINARY ART ACADEMY,NA,809 S ARDMORE AVE,90005,47642561,47642561,NA,N,34.0574,118.3021,58,5812,58120110,Korean restaurant,Eating and Drinking Places,NA,NA,2006,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166700,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA
142546,LA FONDA LE VILLA,NA,3300 N BROADWAY,90031,47695437,47695437,NA,N,34.0736,118.2063,58,5812,58120100,Ethnic food restaurants,Eating and Drinking Places,NA,NA,2006,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155600,3,164300,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA
142627,LAS CAZUELAS RESTAURANT,LAS CAZUELAS,5707 N FIGUEROA ST,90042,47748269,47748269,LAS CAZUELAS,N,34.1098,118.1925,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,1991,NA,1991,2014,NA,NA,NA,NA,NA,NA,333300,3,333300,3,335800,3,344200,3,353300,3,370400,3,386600,3,4.00E+05,3,4.00E+05,3,4.00E+05,3,4.00E+05,3,4.00E+05,3,4.00E+05,3,4.00E+05,3,4.00E+05,0,4.00E+05,0,4.00E+05,0,4.00E+05,0,4.00E+05,0,4.00E+05,0,4.00E+05,0,4.00E+05,0,4.00E+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,1R3,1R3,1R3,1R3,--,1R3,1R3,1R3
